filename,width,height,class,xmin,ymin,xmax,ymax
MiningSites_452_26.5683_-1.3691.jpg,1122,393,mine,448,3,1121,385
MiningSites_2261_27.83868399_-3.372203.jpg,1122,393,mine,0,0,987,393
MiningSites_310_26.26997_-2.18386.jpg,1122,393,mine,453,57,671,393
MiningSites_191_29.2248333333_0.5221833333.jpg,886,393,mine,333,56,444,228
NonMiningSites_1779_28.2658513333_-2.78921016665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1593_27.4601666111_-5.66962516665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1871_28.85858_-1.98544.jpg,1122,393,mine,461,47,734,271
NonMiningSites_1786_28.3782745_-5.669977.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_14_28.8963193889_-1.56779144445.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_172_28.7279583333_-2.18296666665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1057_28.285576_-0.9689775.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_994_27.167519_-2.820117.jpg,886,393,mine,79,0,546,317
MiningSites_2019_27.2228183333_1.9275783333.jpg,1122,393,mine,477,97,598,359
MiningSites_937_27.618319_-2.232212.jpg,886,393,mine,342,271,376,354
NonMiningSites_132_28.8433166667_-1.44449166665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1636_28.8022633333_-4.1143183333.jpg,1122,393,mine,510,28,631,209
MiningSites_1487_28.679723_-1.031717.jpg,1122,393,mine,417,0,627,391
MiningSites_2087_28.1842_-1.06361.jpg,1122,393,mine,437,43,1004,393
NonMiningSites_1807_27.732545_0.05025933335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1577_28.569194_0.4801675.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_262_28.934051_-5.413513.jpg,886,393,mine,361,2,687,393
MiningSites_39_27.618319_-2.232212.jpg,886,393,mine,328,258,391,365
MiningSites_1457_27.756756_-1.562348.jpg,1122,393,mine,530,18,653,99
NonMiningSites_1448_27.6908255_-1.61756.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_199_28.638111_0.239094.jpg,886,393,mine,0,0,884,392
NonMiningSites_1814_27.4003416667_-3.62738833335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1890_28.8638416667_-1.77894.jpg,1122,393,mine,571,97,912,310
NonMiningSites_1556_28.1979001667_-3.0447605.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1728_26.843112_-2.001416.jpg,1122,393,mine,384,0,1101,393
MiningSites_401_28.05126_-7.35589.jpg,886,393,mine,275,65,531,390
MiningSites_2071_28.85095_-5.032356.jpg,1122,393,mine,190,0,1119,346
NonMiningSites_1663_28.0355881667_-0.11442716665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1834_28.302989_-2.81178583335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1202_28.381746_-1.266563.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1734_27.35425_-1.53444416665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1069_28.4631215_-2.0269575.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_627_28.26981_-1.08957.jpg,886,393,mine,402,160,546,267
MiningSites_86_28.721021_-3.694333.jpg,886,393,mine,300,0,886,393
MiningSites_721_28.88816_-5.03993.jpg,886,393,mine,0,0,421,393
NonMiningSites_1269_27.85904049_-3.411039.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2026_27.2463683333_1.9449683333.jpg,1122,393,mine,365,81,584,295
MiningSites_1907_28.1633816667_-1.7795783333.jpg,1122,393,mine,449,76,488,98
NonMiningSites_1003_29.260187_0.9733435.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1205_28.274156505_-2.165879005.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_9_29.224192_0.395033.jpg,886,393,mine,0,0,884,392
MiningSites_406_26.86714_-1.4022.jpg,886,393,mine,203,0,880,297
NonMiningSites_201_28.6706332778_-2.70075.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1402_27.9809455_-2.538641.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1986_27.3487625_1.97321916665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1289_28.3_-7.666666.jpg,1122,393,mine,546,316,625,388
NonMiningSites_1631_28.7285563333_-4.0807975.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2034_27.68848_-4.0136683333.jpg,1122,393,mine,603,88,675,168
NonMiningSites_1198_28.464507_-1.871721.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_792_28.39506_-1.02771.jpg,886,393,mine,339,98,534,215
NonMiningSites_1026_29.034021_-0.235542.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_767_29.16225_-5.50111.jpg,886,393,mine,253,117,716,393
NonMiningSites_1490_28.6820805_-1.0137675.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_988_26.422999_-1.252478.jpg,886,393,mine,382,161,682,391
NonMiningSites_2008_27.9712391667_-1.3827808333.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_689_28.40997_0.39095.jpg,886,393,mine,402,98,502,211
MiningSites_814_28.867206_-1.636121.jpg,886,393,mine,353,0,886,393
NonMiningSites_1881_27.9335466666_-2.702715.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_699_28.29757_-5.31426.jpg,886,393,mine,247,0,884,393
MiningSites_1958_28.792_-1.162.jpg,1122,393,mine,135,0,1101,391
MiningSites_945_27.122313_-1.091112.jpg,886,393,mine,185,0,564,302
NonMiningSites_1093_29.2521805_-0.4049505.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_203_27.8016166667_-1.5565.jpg,886,393,mine,354,72,416,115
MiningSites_2235_28.16561_-3.0835116667.jpg,1122,393,mine,422,127,623,224
NonMiningSites_1235_27.693354_-1.0991715.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_265_27.45496_-7.27502.jpg,886,393,mine,51,0,806,390
NonMiningSites_1439_27.82978_-2.1836455.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_390_28.6154_0.755.jpg,886,393,mine,336,6,700,393
MiningSites_2065_28.607665_-2.639594.jpg,1122,393,mine,213,0,793,277
NonMiningSites_1621_28.6810085_-1.5390945.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1965_27.3104483333_1.86711833335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2249_27.86167697_-3.39132296.jpg,1122,393,mine,339,0,974,391
NonMiningSites_1213_28.16839051_-3.07833201.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1967_27.5278835_-4.8785115.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1785_28.8458883333_-1.8821933333.jpg,1122,393,mine,554,0,1120,390
NonMiningSites_1499_28.7721765_-2.8609315.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_483_27.35541_-2.73611.jpg,886,393,mine,186,259,277,343
NonMiningSites_1628_28.698724_-3.609659.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2049_28.466566_-2.735888.jpg,1122,393,mine,372,0,1056,393
NonMiningSites_1991_28.0772295_-1.48574716665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_692_28.33133_0.36154.jpg,886,393,mine,390,10,579,219
MiningSites_518_27.36452_-2.49531.jpg,886,393,mine,432,63,873,276
NonMiningSites_1847_28.247114_-2.726564.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1939_28.8956666667_-1.13601666665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1343_28.52710451_-3.032795995.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_821_28.951435_-1.684103.jpg,886,393,mine,415,117,471,192
MiningSites_272_26.8807777778_-2.426.jpg,886,393,mine,164,0,861,385
MiningSites_1654_28.7791116667_1.1679383333.jpg,1122,393,mine,817,253,833,268
MiningSites_37_27.83522_-2.238673.jpg,886,393,mine,328,0,755,242
NonMiningSites_1255_27.921526005_-2.08820452.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1513_26.704308_-8.047762.jpg,1122,393,mine,488,0,895,385
NonMiningSites_1980_27.3394791667_1.94880083335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1484_28.266269_-2.9877965.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_442_26.39599_-0.81907.jpg,1122,393,mine,206,0,944,393
MiningSites_1222_28.16495401_-3.062848.jpg,1122,393,mine,1,2,1119,389
MiningSites_499_27.3653133333_-2.4056816667.jpg,886,393,mine,403,77,505,299
NonMiningSites_1271_28.37177951_-3.64862301.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_85_28.740291_-3.745564.jpg,886,393,mine,274,4,550,250
NonMiningSites_1525_27.1127303334_-8.09407983335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_104_29.0062416666_-2.0641833333.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1791_28.892135_-1.7784283333.jpg,1122,393,mine,341,0,696,186
MiningSites_1381_30.557684_2.749523.jpg,1122,393,mine,172,392,524,0
NonMiningSites_1444_27.7422225_-1.6170235.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1720_27.858845_-1.01302416665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1302_27.83868399_-3.372203.jpg,1122,393,mine,285,0,1029,392
NonMiningSites_1482_27.987172_-2.933185.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_156_29.1581166667_0.5831.jpg,886,393,mine,124,0,367,312
MiningSites_2198_26.5762816667_-1.389685.jpg,1122,393,mine,190,0,971,393
MiningSites_365_26.69865_-1.43042.jpg,1122,393,mine,396,11,904,392
MiningSites_569_27.0520166667_-3.5807833333.jpg,886,393,mine,386,65,885,390
NonMiningSites_1690_28.2789458334_0.02832833335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2187_26.707501_-1.337345.jpg,1122,393,mine,708,0,1107,173
NonMiningSites_1253_28.9412565_-3.9289105.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1041_28.923089_-1.6700665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1532_27.3375886666_-7.96892133335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1909_27.8457853334_-3.60828033335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1638_28.8362085_-6.2164065.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1462_27.803541_-2.1806615.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_555_28.23762_-6.22345.jpg,886,393,mine,4,0,886,393
NonMiningSites_1498_28.8198405_-0.9560455.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2055_27.3653133333_-2.4056816667.jpg,1122,393,mine,526,88,619,302
MiningSites_520_28.727_0.37301.jpg,886,393,mine,337,0,770,379
NonMiningSites_146_28.5592305556_-3.71763333335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_122_28.9337283334_-0.31789333335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1438_27.8306555_-2.1867885.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_645_28.22832_-1.01578.jpg,886,393,mine,264,114,464,275
NonMiningSites_110_29.0943583334_0.6229416667.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1472_27.731196_-1.480569.jpg,1122,393,mine,498,110,604,213
NonMiningSites_190_29.0197216666_-2.22182333335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_482_28.63266_-2.05864.jpg,886,393,mine,277,1,886,326
MiningSites_381_26.35502_-1.93453.jpg,1122,393,mine,137,1,923,393
NonMiningSites_1185_28.5624185_-2.766044.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1480_27.844725_-2.859735.jpg,1122,393,mine,179,2,340,191
MiningSites_602_28.80576_0.5964.jpg,886,393,mine,177,10,499,274
NonMiningSites_1998_27.3715316667_2.01503666665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1424_27.916107_-2.825645.jpg,1122,393,mine,487,147,643,272
NonMiningSites_1871_28.78531_-1.0196575.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1882_28.4621558333_-1.8072375.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1842_28.89042_-1.7664116667.jpg,1122,393,mine,459,75,952,391
NonMiningSites_2015_27.9698046666_-1.36593966665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1983_27.3466266666_1.95727833335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_7_29.24183_0.595655.jpg,886,393,mine,0,3,886,393
NonMiningSites_1541_27.326843_-8.138437.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1984_27.35445_1.9662766667.jpg,1122,393,mine,698,131,720,149
NonMiningSites_1527_26.682552_-7.9204155.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1730_27.3542741667_-1.53904916665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_854_28.09782_0.6207.jpg,886,393,mine,261,66,455,231
MiningSites_2245_28.19284002_-3.04490997.jpg,1122,393,mine,2,0,753,393
NonMiningSites_1066_27.7514545_-3.7497145.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_548_26.9761666667_-3.5688833333.jpg,886,393,mine,294,77,674,292
MiningSites_1638_28.66683_-4.233638.jpg,1122,393,mine,1,79,744,393
MiningSites_341_26.668333_-3.594281.jpg,886,393,mine,0,0,884,392
MiningSites_14_28.888861_-1.578194.jpg,886,393,mine,280,0,821,392
NonMiningSites_1459_27.8926405_-2.84398.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1729_27.3537541666_-1.534455.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1045_27.6911545_-1.256728.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2140_28.602_0.922.jpg,1122,393,mine,822,328,858,363
NonMiningSites_1573_28.87886_-5.00912.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1467_27.788769_-2.1392155.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1718_26.79325_-1.725341.jpg,1122,393,mine,167,0,656,393
MiningSites_679_30.24433_1.31622.jpg,886,393,mine,319,65,573,261
MiningSites_550_28.19969_-6.35965.jpg,886,393,mine,204,134,506,350
MiningSites_628_28.23937_-1.09463.jpg,886,393,mine,270,145,599,281
NonMiningSites_1880_27.7553783333_-3.778965.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1312_26.834656_-3.866723.jpg,1122,393,mine,382,46,1121,340
MiningSites_66_28.491502_-2.691513.jpg,886,393,mine,10,0,816,368
NonMiningSites_1522_27.1170994444_-8.11125416665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1290_27.537912_-2.5303975.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1611_25.8705635_-9.498458.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1377_30.492564_2.6122335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1339_27.3150295_-7.655021.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1544_27.230084_-7.7671145.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_770_29.15681_-5.50136.jpg,886,393,mine,74,0,825,393
MiningSites_249_26.5294444444_-2.5519722222.jpg,1122,393,mine,341,134,619,385
NonMiningSites_1463_27.7383965_-1.513545.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_2253_27.86250201_-3.39995297.jpg,1122,393,mine,135,0,1122,393
NonMiningSites_1116_30.1929665_1.788081.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1238_28.154712965_-3.19941451.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_198_28.2267138333_-1.384953.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_139_28.6802333333_-2.8266833333.jpg,886,393,mine,374,3,860,378
MiningSites_547_28.85728_-1.99866.jpg,886,393,mine,217,0,763,393
NonMiningSites_1978_27.3446941667_1.93372666665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1230_28.16770797_-3.19585149.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_127_28.1880583333_-2.8036166667.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1808_27.093455_-0.79890666665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1567_28.7669091666_-4.84596416665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1994_28.0700571667_-1.47645883335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1996_28.774813_-4.979733.jpg,1122,393,mine,357,0,688,229
MiningSites_960_27.9652_-1.39156.jpg,886,393,mine,410,191,505,267
NonMiningSites_1938_28.9090833334_-1.1401583333.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1334_27.220718_-7.770928.jpg,1122,393,mine,530,45,622,303
MiningSites_2039_27.686911_-4.031906.jpg,1122,393,mine,331,0,1118,393
NonMiningSites_1281_28.482166_-5.648378.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1529_27.4943041667_-8.5839725.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1215_27.9916495_-1.211582.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1681_28.3171658333_0.0228275.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1135_29.1075135_-0.0596835.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1737_27.353924_-1.5552385.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_552_27.0557_-3.65495.jpg,886,393,mine,8,0,597,389
MiningSites_808_28.35124_-1.08388.jpg,886,393,mine,311,104,586,288
MiningSites_667_27.943169_-5.165859.jpg,886,393,mine,536,94,886,369
MiningSites_413_26.265402_-1.290884.jpg,1122,393,mine,353,73,662,393
NonMiningSites_1501_28.814594_-3.1757925.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1153_28.8122215_-0.087428.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1801_27.7629311666_-3.77211966665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_974_29.261895_0.62908.jpg,886,393,mine,148,79,524,393
MiningSites_825_27.981419_-2.688313.jpg,886,393,mine,0,114,518,393
MiningSites_984_27.93439_-1.42174.jpg,886,393,mine,379,84,468,259
NonMiningSites_1650_28.8604791667_1.18192083335.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_156_29.176175_0.55343333335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1950_27.3688766667_1.8113733333.jpg,1122,393,mine,180,115,316,165
MiningSites_915_27.87437_-1.03877.jpg,886,393,mine,441,199,497,233
MiningSites_1661_27.408545_-1.2709466667.jpg,1122,393,mine,550,184,582,227
MiningSites_2161_27.051693_-1.124287.jpg,1122,393,mine,513,0,738,264
NonMiningSites_176_28.7484083333_-3.80005.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1592_27.4602361111_-5.66142666665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_171_28.72135_-1.761125.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1423_27.855058_-1.362944.jpg,1122,393,mine,540,289,571,326
NonMiningSites_1419_27.919578_-2.8585125.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1446_27.895651_-2.8399235.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_700_28.28393_-5.60067.jpg,886,393,mine,45,0,811,393
NonMiningSites_1755_27.9228766666_-5.143195.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1290_27.658461_-0.979133.jpg,1122,393,mine,506,61,628,192
MiningSites_591_28.84101_0.56122.jpg,886,393,mine,479,208,535,294
NonMiningSites_1662_28.0062241667_-0.04673166665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_352_26.260691_-1.286852.jpg,1122,393,mine,468,105,807,378
NonMiningSites_106_28.6318388889_-2.34973611115.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_227_29.248791_0.991351.jpg,886,393,mine,366,120,515,242
NonMiningSites_1877_28.5090683334_-1.670449.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1440_27.8249575_-2.1831175.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1719_27.69238_-1.11225916665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1172_28.672278_-1.452984.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1413_28.5884105_-1.2883565.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1987_27.3519358333_1.96769083335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_435_27.829749_1.757668.jpg,886,393,mine,427,201,886,393
MiningSites_1700_27.18273_-1.638522.jpg,1122,393,mine,439,181,641,277
NonMiningSites_12_28.88503_-1.568716.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1926_28.5883833334_-0.935505.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1581_28.502026_0.541757.jpg,1122,393,mine,758,167,803,204
NonMiningSites_1753_27.8876541667_-0.0811016667.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1534_27.453499_-8.05300883335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_56_28.85332_-1.86435.jpg,886,393,mine,174,2,659,393
NonMiningSites_1656_27.3840058333_-1.1898075.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1415_27.866517_-2.754879.jpg,1122,393,mine,490,102,1119,391
MiningSites_317_29.05415_1.082533.jpg,886,393,mine,363,133,505,278
NonMiningSites_1106_29.286719_-0.298062.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_588_27.0093666667_-3.3141666667.jpg,886,393,mine,170,69,882,391
NonMiningSites_1505_28.810588_-3.1663815.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_129_28.925_-0.8.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1355_26.537991_-1.535336.jpg,1122,393,mine,348,3,940,386
MiningSites_943_27.564311_-2.304845.jpg,886,393,mine,624,0,886,204
MiningSites_608_28.16402_-1.04881.jpg,886,393,mine,378,66,500,218
MiningSites_1595_28.76078_-3.5068866667.jpg,1122,393,mine,437,2,880,390
MiningSites_1425_27.849552_-1.401997.jpg,1122,393,mine,520,184,614,260
NonMiningSites_1328_28.194204005_-3.04567197.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_436_29.299872_0.907695.jpg,886,393,mine,0,92,261,393
NonMiningSites_1086_30.013458_1.944784.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1560_28.72626_-4.76708.jpg,1122,393,mine,459,0,661,388
MiningSites_1554_27.444173_-7.278822.jpg,1122,393,mine,279,0,1121,391
NonMiningSites_1089_30.01315_1.9441845.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1782_27.4333755_-1.78567116665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1113_30.071396_1.8697245.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1674_29.05255_1.06616.jpg,1122,393,mine,554,192,575,205
NonMiningSites_1391_29.8853015_1.3225055.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_251_26.83825_-2.7140277778.jpg,886,393,mine,360,59,677,393
MiningSites_60_28.8458883333_-1.8821933333.jpg,886,393,mine,445,2,682,389
NonMiningSites_1460_27.889977_-2.8404295.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1022_28.348312_-2.065809.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_42_28.17377697_-3.07115597.jpg,886,393,mine,0,0,886,393
MiningSites_2045_27.544335_1.34449.jpg,1122,393,mine,433,141,583,311
MiningSites_1670_26.886404_-1.309695.jpg,1122,393,mine,1,135,1122,390
NonMiningSites_1128_28.919965_-5.1057835.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1007_26.5813708334_-1.382181.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1274_28.379490005_-3.645954985.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_407_26.35971_-0.83458.jpg,1122,393,mine,483,89,642,252
NonMiningSites_1823_26.9226025_-0.96682916665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_725_28.87999_-5.03024.jpg,886,393,mine,0,0,710,333
NonMiningSites_1846_27.74260005_-3.4787375.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1561_28.7284766667_-4.7732283333.jpg,1122,393,mine,445,2,590,244
NonMiningSites_1613_28.6860641666_-3.36122333335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_1435_27.906987_-2.837293.jpg,1122,393,mine,984,250,1094,314
NonMiningSites_1764_27.4791786667_-1.82905116665.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_886_29.01953_1.18894.jpg,886,393,mine,233,91,600,328
NonMiningSites_1655_27.3922208333_-1.17879416665.jpg,1034,393,nonmine,0,0,1034,393
NonMiningSites_1154_28.802064_-0.0942905.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_751_28.858991_-1.886813.jpg,886,393,mine,0,0,790,393
MiningSites_2112_29.17134_-5.51099.jpg,1122,393,mine,223,0,650,238
NonMiningSites_175_28.7087798334_-3.64415733335.jpg,1034,393,nonmine,0,0,1034,393
MiningSites_903_28.91883_1.26673.jpg,886,393,mine,307,50,886,276
